index,Cl,Cm
96,0.210012270878971,-0.0476638313473468
97,0.214464183267682,-0.0459812489969788
98,0.199087711616462,-0.0471873229065305
99,0.225516783663639,-0.0479093155524451
100,0.19444910649696,-0.0469049964880652
101,0.203297906888063,-0.0466997539093667
102,0.210301718905388,-0.0474067772215826
103,0.194913148972058,-0.0462884085646611
104,0.19812030172904,-0.04621291273426
105,0.208169924403558,-0.0479693585978523
106,0.231718543389823,-0.0490163132587805
107,0.194904274284574,-0.0459643765387836
108,0.212626685004486,-0.0471146076430811
109,0.220470841989036,-0.0476362604728818
110,0.229441161351431,-0.0473598846113115
111,0.211248573916283,-0.0481340987541985
112,0.195377410051554,-0.0484288329303931
113,0.181543510473883,-0.0460941800238559
114,0.19417164140349,-0.0470198141549792
115,0.233265950554365,-0.0477382739710547
116,0.208392262348298,-0.0474653502656079
117,0.207905725139274,-0.0470364873011772
118,0.189460204603243,-0.0474609812596553
119,0.217933217169976,-0.0465533566926921
120,0.208758577396419,-0.0485769335384081
121,0.202684096267128,-0.0466901073998705
122,0.189384217387566,-0.0469016462695461
123,0.21204719793504,-0.0474456589917309
124,0.204816988195543,-0.046885613823484
125,0.200465308966282,-0.0474593434154428
126,0.201319477946065,-0.0478080371658354
127,0.187243798511844,-0.045676106310064
128,0.206339393809081,-0.0454516797599553
129,0.195104598682894,-0.0480274848048774
130,0.205454403307679,-0.0473529166493939
131,0.225707973019207,-0.0476924684107634
132,0.216547210469083,-0.0481717863133725
133,0.209383962098237,-0.047424380891708
134,0.221728296220251,-0.0474495117466714
135,0.203862208397962,-0.0468632088106317
136,0.220782200994073,-0.0473154190081775
137,0.194941152187301,-0.0456063424936255
138,0.2041445650094,-0.0479248599825455
139,0.185282868749,-0.0469119443786235
140,0.214383196481929,-0.0481278833873104
141,0.208702476954197,-0.0460363425287464
142,0.216418924463647,-0.0472509155300927
143,0.207072159969516,-0.0472301904735821
144,0.179745894158398,-0.0479469396739389
145,0.197052077327786,-0.045931010786671
146,0.210352209676023,-0.0469480985455447
147,0.200629797341678,-0.0477321970353303
148,0.184304730327573,-0.0457990948798558
149,0.216443229118061,-0.0462252249770644
150,0.178613300338946,-0.0467461553435377
151,0.195796284477039,-0.0475759922539495
152,0.208344234154592,-0.046761523381467
153,0.196916474157615,-0.0468040615126564
154,0.21156200474795,-0.0472000469952905
155,0.205894126442894,-0.0466821212691357
156,0.221854739726408,-0.0475589328286866
157,0.185377222609245,-0.0462898537553015
158,0.221993109536941,-0.0494063299900654
159,0.209681034707897,-0.0473866882715907
160,0.227307976271607,-0.046214665813513
161,0.182086003745268,-0.0453506401832934
162,0.20816379615405,-0.0475815629841254
163,0.242264950425613,-0.0485055494089266
164,0.227101767943647,-0.0470833000441436
165,0.211767874467112,-0.0470369265427872
166,0.224969878182795,-0.0505808793847724
167,0.211888838187949,-0.046941660732779
168,0.235608654090947,-0.0466960955725987
169,0.216498186128962,-0.0474171104633503
170,0.219867581917286,-0.0488296941099832
171,0.176107369485627,-0.0457836242050551
172,0.204219195206999,-0.0481873685790608
173,0.229752850160921,-0.0475236834489541
174,0.214543989143925,-0.0471389835854767
175,0.205565872717732,-0.047160538469848
176,0.196613739555121,-0.0470728666158984
177,0.237394727513759,-0.0482561984312993
178,0.218746816890027,-0.0466962034429304
179,0.222651893903799,-0.0491633019407793
180,0.212678746358462,-0.0470182718245312
181,0.20857776620869,-0.0473569236505518
182,0.185281653672531,-0.0469562911427244
183,0.226191184152441,-0.0470308224163599
184,0.210179750112961,-0.0463847646291632
185,0.228400484914901,-0.0468420483046815
186,0.208975926828058,-0.0477605960779945
187,0.189274046100454,-0.0476434096384491
188,0.234258509774139,-0.0497912218168553
189,0.223352795005659,-0.0462914272455897
190,0.231899114380372,-0.0478766120949438
191,0.2053053025267,-0.0469300635477346
192,0.211123486813165,-0.0465351774873666
193,0.225746740133358,-0.0481315219117979
194,0.202215529619986,-0.0444158919214899
195,0.193505857118913,-0.0474128810477767
196,0.20169862794698,-0.0480004386992502
197,0.213083058863614,-0.046408959590959
198,0.238152199683874,-0.0467591829070602
199,0.239842971263671,-0.047326080195973
200,0.210047756478883,-0.0470155018483538
201,0.210119072417451,-0.0480326397032873
202,0.227095289197832,-0.0498133205222482
203,0.198899125056949,-0.0475733228014042
204,0.214074099653334,-0.04610625591864
205,0.218079311830771,-0.0479166624345794
206,0.22129441343562,-0.047538590262721
207,0.200422621110324,-0.0465927630344356
208,0.224791229188123,-0.046810080889967
209,0.212277467554904,-0.0476429968351728
210,0.211605559425902,-0.0466910493121938
211,0.220274896008931,-0.0474301265863789
212,0.218921594693729,-0.0481702394438061
213,0.180705278159255,-0.0468260192178672
214,0.208707932402159,-0.0467332732333293
215,0.24083133970148,-0.0480238382492089
216,0.229877963751313,-0.0475091150062509
217,0.195008459886946,-0.0459431516395043
218,0.213350352889756,-0.0463617353575954
219,0.232746820916157,-0.0478484035851195
220,0.219515819649314,-0.0480346596624492
221,0.212296582493772,-0.0475714026356543
222,0.19186349576894,-0.046087311207673
223,0.202051052748594,-0.0459750544703689
224,0.21829756122083,-0.0501440405348888
225,0.21869045958178,-0.0474367826204438
226,0.205616527504203,-0.0459229912713197
227,0.208107531023748,-0.0474393500986518
228,0.213724964814119,-0.0467043511100163
229,0.194396320243872,-0.0465447966370259
230,0.217295188951066,-0.0489379002948385
231,0.204711659881935,-0.0481053204863862
232,0.184705154330996,-0.0465875207735355
233,0.219546882246554,-0.0475958422983007
234,0.214676363518919,-0.0488371714793405
235,0.184218419524541,-0.047275501381639
236,0.216958919215585,-0.0476290279416188
237,0.20708832072165,-0.0477655552296142
238,0.202162798189415,-0.0477807683064863
239,0.2071649519217,-0.0473707864764591
240,0.207993904341076,-0.0475773474839021
241,0.214947211580457,-0.0466078373609527
242,0.217636585559711,-0.0466773269707093
243,0.214333190872412,-0.0477874873362613
244,0.205539856827368,-0.047096073874078
245,0.195222691830675,-0.04591322303876
246,0.188081675301836,-0.0471990372014433
247,0.229216884294076,-0.0470993382888161
248,0.193046438016392,-0.0475251751047018
249,0.216483999672992,-0.0475445254100687
250,0.226114426866179,-0.04753417240006
251,0.205610784663984,-0.045382492143758
252,0.219923888471958,-0.0486601470640697
253,0.211235321148757,-0.0460432820008079
254,0.212489856639656,-0.0487074948623136
255,0.212898929984441,-0.0472710658287525
